Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR029394,11/3/09,5/26/14,5358857,187559995,0,35,135,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR029394,SRX012386,DNAmeth_McrBCSeq_shoot,ChIP-Seq,ChIP,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer,SRP001359,PRJNA116517,1,116517,SRS006940,SAMN00004713,simple,4577,Zea mays,GSM381703,,,,,,,no,,,,,GEO,SRA010002,,public,18F8B18AAF0ED9AD14EF5B578BACF402,8CFFAF86A46CF66FBED05DDF8DF291E8
SRR029395,11/3/09,5/26/14,5498669,192453415,0,35,134,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR029395,SRX012386,DNAmeth_McrBCSeq_shoot,ChIP-Seq,ChIP,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer,SRP001359,PRJNA116517,1,116517,SRS006940,SAMN00004713,simple,4577,Zea mays,GSM381703,,,,,,,no,,,,,GEO,SRA010002,,public,CA76D251AE0F1A915E9CD605FFBF65A6,A351B2382502FDA87335781E5AEC252C
SRR029396,11/3/09,5/26/14,4127913,144476955,0,35,106,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR029396,SRX012387,H3K4me3_ChIPSeq_root,ChIP-Seq,ChIP,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer,SRP001359,PRJNA116517,1,116517,SRS006941,SAMN00004714,simple,4577,Zea mays,GSM381717,,,,,,,no,,,,,GEO,SRA010002,,public,2FF6754379F90E238DDBA3AAD2C454CD,03E4F974833E4A7D32AA14705D4DC751
SRR029397,11/3/09,5/26/14,4299923,150497305,0,35,109,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR029397,SRX012387,H3K4me3_ChIPSeq_root,ChIP-Seq,ChIP,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer,SRP001359,PRJNA116517,1,116517,SRS006941,SAMN00004714,simple,4577,Zea mays,GSM381717,,,,,,,no,,,,,GEO,SRA010002,,public,6736CEE83854B786BEFFDFAE2F4B002D,D9722C04083198052CA419AC05A7CF38
SRR029398,11/3/09,5/26/14,5557597,194515895,0,35,166,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR029398,SRX012388,H3K9ac_ChIPSeq_root,ChIP-Seq,ChIP,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer,SRP001359,PRJNA116517,1,116517,SRS006942,SAMN00004715,simple,4577,Zea mays,GSM381719,,,,,,,no,,,,,GEO,SRA010002,,public,1B9DF7091B8AB5AA30F8063A3530605B,2D0253DA02FCA8F679B890EDF1B08542
SRR029399,11/3/09,5/26/14,5663270,198214450,0,35,160,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR029399,SRX012388,H3K9ac_ChIPSeq_root,ChIP-Seq,ChIP,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer,SRP001359,PRJNA116517,1,116517,SRS006942,SAMN00004715,simple,4577,Zea mays,GSM381719,,,,,,,no,,,,,GEO,SRA010002,,public,C9FC44C48EC7983DD788AF6BA100B0B0,0FE0443442DE2862B16B52A557CB558A
SRR029400,11/3/09,5/26/14,2863508,100222780,0,35,72,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR029400,SRX012389,H3K27me3_ChIPSeq_root,ChIP-Seq,ChIP,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer,SRP001359,PRJNA116517,1,116517,SRS006943,SAMN00004716,simple,4577,Zea mays,GSM381721,,,,,,,no,,,,,GEO,SRA010002,,public,377B5D600FFA4B5B27BD4F58DE57F9AF,0ED64632A4FF1F188F1799FD74E3F14B
SRR029401,11/3/09,5/26/14,3867882,135375870,0,35,101,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR029401,SRX012389,H3K27me3_ChIPSeq_root,ChIP-Seq,ChIP,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer,SRP001359,PRJNA116517,1,116517,SRS006943,SAMN00004716,simple,4577,Zea mays,GSM381721,,,,,,,no,,,,,GEO,SRA010002,,public,638CD0333898D9C512254A305C94E4D4,AAE3706DC6C624E4ABCEEE510DFF7896
SRR029402,11/3/09,5/26/14,5869593,205435755,0,35,139,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR029402,SRX012390,H3K36me3_ChIPSeq_root,ChIP-Seq,ChIP,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer,SRP001359,PRJNA116517,1,116517,SRS006944,SAMN00004717,simple,4577,Zea mays,GSM381723,,,,,,,no,,,,,GEO,SRA010002,,public,CFBC6D8338ABED08F3893960CD14992C,5EFC6A9D657261B54E4B032FC76A6697
SRR029403,11/3/09,5/26/14,5737527,200813445,0,35,147,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR029403,SRX012390,H3K36me3_ChIPSeq_root,ChIP-Seq,ChIP,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer,SRP001359,PRJNA116517,1,116517,SRS006944,SAMN00004717,simple,4577,Zea mays,GSM381723,,,,,,,no,,,,,GEO,SRA010002,,public,6DD678D509C35CCE4C34ECE80F904348,5900C4F64D26C96580544C99D543D45E
SRR029404,11/3/09,5/26/14,2370542,82968970,0,35,72,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR029404,SRX012391,DNAmeth_McrBCSeq_root,ChIP-Seq,ChIP,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer,SRP001359,PRJNA116517,1,116517,SRS006945,SAMN00004718,simple,4577,Zea mays,GSM381725,,,,,,,no,,,,,GEO,SRA010002,,public,03C191A3B66BE6A5404DFEFAC0FAF3F6,4CE13291E9B39D8A5C381BECF7B35172
SRR029405,11/3/09,5/26/14,5609445,196330575,0,35,164,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR029405,SRX012391,DNAmeth_McrBCSeq_root,ChIP-Seq,ChIP,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer,SRP001359,PRJNA116517,1,116517,SRS006945,SAMN00004718,simple,4577,Zea mays,GSM381725,,,,,,,no,,,,,GEO,SRA010002,,public,5DE23D07F0DDDC8DB8E368609C0E648A,2CC5066A739DD90DFA4CA6C1B1C49FF2
SRR029406,11/3/09,5/26/14,6017333,210606655,0,35,174,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR029406,SRX012391,DNAmeth_McrBCSeq_root,ChIP-Seq,ChIP,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer,SRP001359,PRJNA116517,1,116517,SRS006945,SAMN00004718,simple,4577,Zea mays,GSM381725,,,,,,,no,,,,,GEO,SRA010002,,public,F09AAF7048F140C5237D3B55EB9ACB61,75261880132FDB1F4450170ABFFDE0E6
SRR031087,12/7/09,5/26/14,7102964,248603740,0,35,176,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR031087,SRX013981,BM_14day_seedling,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer II,SRP001477,PRJNA115035,1,115035,SRS008095,SAMN00005990,simple,4577,Zea mays,GSM418173,,,,,,,no,,,,,GEO,SRA010166,,public,B83F2FE724331E3222BFCD84F63F188C,EC78E7FD9F07377FDA9E93980B575766
SRR031088,12/7/09,5/26/14,7865542,275293970,0,35,193,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR031088,SRX013982,MB_14day_seedling,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer II,SRP001477,PRJNA115035,1,115035,SRS008096,SAMN00005991,simple,4577,Zea mays,GSM418174,,,,,,,no,,,,,GEO,SRA010166,,public,E22B17AF5395C3A6EECD91E3DC0A24E4,7AB389D24A1D3420B1E7B76C4AD633BD
SRR032083,12/18/09,5/26/14,7261408,261410688,0,36,212,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR032083,SRX014790,mop1/mop1-SAM,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer,SRP001550,PRJNA117545,1,117545,SRS009280,SAMN00006971,simple,4577,Zea mays,GSM420173,,,,,,,no,,,,,GEO,SRA010259,,public,9FE36D501734AC77CD633A8BF744B161,EFAD15601D995007BE4958048988A620
SRR032084,12/18/09,5/26/14,6770367,243733212,0,36,194,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR032084,SRX014790,mop1/mop1-SAM,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer,SRP001550,PRJNA117545,1,117545,SRS009280,SAMN00006971,simple,4577,Zea mays,GSM420173,,,,,,,no,,,,,GEO,SRA010259,,public,3BF4B9C921204E2FBA8FCC2F61BE176B,889F7093CE622E88961A18BCD94B6141
SRR032085,12/18/09,5/26/14,4970854,178950744,0,36,139,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR032085,SRX014791,Mop1/mop1-SAM,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer,SRP001550,PRJNA117545,1,117545,SRS009281,SAMN00006972,simple,4577,Zea mays,GSM420174,,,,,,,no,,,,,GEO,SRA010259,,public,A89669BD2C090CAECDDB9F483C459736,119C35CC2868F8A7C707DB09E21F9A1B
SRR032086,12/18/09,5/26/14,5703646,205331256,0,36,162,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR032086,SRX014791,Mop1/mop1-SAM,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer,SRP001550,PRJNA117545,1,117545,SRS009281,SAMN00006972,simple,4577,Zea mays,GSM420174,,,,,,,no,,,,,GEO,SRA010259,,public,C89F1ABFC63F6F6751D239CAB3CA6A86,E30DEE03F443A602A38AB99165DBC546
SRR032087,12/18/09,5/26/14,5377348,193584528,0,36,150,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR032087,SRX014792,small RNA maize ear tissues,OTHER,RT-PCR,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer,SRP001551,PRJNA119855,1,119855,SRS009282,SAMN00006973,simple,4577,Zea mays,GSM448853,,,,,,,no,,,,,GEO,SRA010261,,public,FA973146561D5D3FFFDABB8F3170E2F0,BD8B9980175653BF47074D7B27B3589C
SRR032088,12/18/09,5/26/14,9611042,345997512,0,36,241,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR032088,SRX014793,small RNA maize pollen tissues,OTHER,RT-PCR,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer,SRP001551,PRJNA119855,1,119855,SRS009283,SAMN00006974,simple,4577,Zea mays,GSM448854,,,,,,,no,,,,,GEO,SRA010261,,public,3450346ACEFAB1AA7CDA594FDCD5888B,77804E15A0A33F8E39E3B012FA71DE27
SRR032089,12/18/09,5/26/14,8844793,318412548,0,36,230,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR032089,SRX014794,small RNA maize root tissues,OTHER,RT-PCR,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer,SRP001551,PRJNA119855,1,119855,SRS009284,SAMN00006975,simple,4577,Zea mays,GSM448855,,,,,,,no,,,,,GEO,SRA010261,,public,04EE63037546BD1D70C69B2A8D598A8C,C05AC21CA6DD3DAC83807EFBF95C1002
SRR032090,12/18/09,5/26/14,9179882,330475752,0,36,235,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR032090,SRX014795,small RNA maize seedling tissues,OTHER,RT-PCR,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer,SRP001551,PRJNA119855,1,119855,SRS009285,SAMN00006976,simple,4577,Zea mays,GSM448856,,,,,,,no,,,,,GEO,SRA010261,,public,29A9C332D8C843FD01C97E40EC045275,28076EAFB95ABC984A5618ED23F3E8AD
SRR032091,12/18/09,5/26/14,9179976,330479136,0,36,233,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR032091,SRX014796,small RNA maize tassel tissues,OTHER,RT-PCR,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer,SRP001551,PRJNA119855,1,119855,SRS009286,SAMN00006977,simple,4577,Zea mays,GSM448857,,,,,,,no,,,,,GEO,SRA010261,,public,4B0A5B156058BED6F4DDE0A05CEE62C2,4ED1FF499E21E15F5204E054C1A0CA2B
SRR034096,1/17/10,5/26/14,4192917,138366261,0,33,78,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR034096,SRX015774,Small RNAs from maize leaves,RNA-Seq,size fractionation,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer II,SRP001722,PRJNA141681,1,141681,SRS009865,SAMN00007509,simple,4577,Zea mays,GSM433620,,,,,,,no,,,,,GEO,SRA010794,,public,3DA0031DF631D42000AE7B295AADEC04,0D9604207E68C41D8BDC78E65B3AA694
SRR034097,1/17/10,5/26/14,4802841,158493753,0,33,105,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR034097,SRX015775,Small RNAs from maize ears,RNA-Seq,size fractionation,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer II,SRP001722,PRJNA141681,1,141681,SRS009866,SAMN00007510,simple,4577,Zea mays,GSM433621,,,,,,,no,,,,,GEO,SRA010794,,public,ED67E27AADC4F3F4B0DF55167C4C0348,8D90AD6ED36DE806C9E10736C51D5A61
SRR034098,1/17/10,5/26/14,4312641,142317153,0,33,85,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR034098,SRX015776,Small RNAs from maize tassels,RNA-Seq,size fractionation,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer II,SRP001722,PRJNA141681,1,141681,SRS009867,SAMN00007511,simple,4577,Zea mays,GSM433622,,,,,,,no,,,,,GEO,SRA010794,,public,322857BDACF9D5243629AE15F7470FA2,B9F2BD3DC05D9E4BDBD237BC6637C5B6
SRR035245,2/4/13,5/26/14,4032524,145170864,0,36,103,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR035245,SRX016348,Maize-SAM-L1,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer,SRP001844,PRJNA117571,1,117571,SRS010176,SAMN00008434,simple,4577,Zea mays,GSM422828,,,,,,,no,,,,,GEO,SRA010957,,public,8DAD999CBFD1A966E93131662F2A0BC4,D80161695BCCCDCE7BA7730B64CC4C74
SRR035246,2/4/13,5/26/14,3251915,117068940,0,36,77,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR035246,SRX016348,Maize-SAM-L1,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer,SRP001844,PRJNA117571,1,117571,SRS010176,SAMN00008434,simple,4577,Zea mays,GSM422828,,,,,,,no,,,,,GEO,SRA010957,,public,593EAAAA7665DF035FEE16CF4767BDF3,FC50D876DC827F67B358819228EE64FE
SRR035247,2/4/13,5/26/14,10808794,389116584,0,36,317,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR035247,SRX016349,Maize-SAM-L2,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer,SRP001844,PRJNA117571,1,117571,SRS010177,SAMN00008435,simple,4577,Zea mays,GSM422829,,,,,,,no,,,,,GEO,SRA010957,,public,ACAEF716846808E08047DA5953201953,213D3541758DB26C6BC10C9FB0090A65
SRR035248,2/4/13,5/26/14,7751374,279049464,0,36,232,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR035248,SRX016349,Maize-SAM-L2,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer,SRP001844,PRJNA117571,1,117571,SRS010177,SAMN00008435,simple,4577,Zea mays,GSM422829,,,,,,,no,,,,,GEO,SRA010957,,public,2A4612CEA504F624BC9CAC8A3588D5FC,F46E3C09640DD11B669D681BBE0C1978
SRR096443,1/31/11,5/29/14,14706578,529436808,0,36,363,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR096443,SRX039421,GSM661297: s3_WildType Ovaries,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer,SRP005476,PRJNA135985,2,135985,SRS160690,SAMN00199076,simple,4577,Zea mays,GSM661297,,,,,,,no,,,,,GEO,SRA029378,,public,7F226E34D5325844E42644778C04CAB1,54EE5923977A9CA4A7EC52D458256DA4
SRR096444,1/31/11,5/29/14,14271461,513772596,0,36,360,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR096444,SRX039422,GSM661298: s5_ago104 Ovaries,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer,SRP005476,PRJNA135985,2,135985,SRS160691,SAMN00199077,simple,4577,Zea mays,GSM661298,,,,,,,no,,,,,GEO,SRA029378,,public,E8282258134EE0268E6FDD3E0853CE17,EE6335E184EFDC01E9ACBD5E4C9AD39C
SRR317192,8/3/11,6/27/15,6443578,212638074,0,33,155,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR317192,SRX085414,GSM767913: Anthers at 1mm length,RNA-Seq,size fractionation,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer IIx,SRP007595,PRJNA146199,,146199,SRS254422,SAMN00690309,simple,4577,Zea mays,GSM767913,,,,,,,no,,,,,GEO,SRA043751,,public,9EE621A88902798E6D53809D4C52DE78,8285402E6B9831698E8F839284E765D6
SRR317193,8/3/11,6/27/15,6273251,207017283,0,33,130,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR317193,SRX085415,GSM767914: Anthers at 1.5mm length,RNA-Seq,size fractionation,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer IIx,SRP007595,PRJNA146199,,146199,SRS254423,SAMN00690310,simple,4577,Zea mays,GSM767914,,,,,,,no,,,,,GEO,SRA043751,,public,53E7F4B3ECBE6E3C21D5C7CDCF9F0F07,491FDC4F950C0DA79991DFDB3419B4AF
SRR317194,8/3/11,6/27/15,7043062,246507170,0,35,184,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR317194,SRX085416,GSM767915: Anthers at 2mm length,RNA-Seq,size fractionation,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer IIx,SRP007595,PRJNA146199,,146199,SRS254424,SAMN00690311,simple,4577,Zea mays,GSM767915,,,,,,,no,,,,,GEO,SRA043751,,public,30621A6337C24D6DDD819C3BD73CA850,6B99C2186D63881EF4BF96B7F1BEC64B
SRR342059,9/5/13,5/31/14,6106966,299241334,0,49,185,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR342059,SRX096139,GSM791587: 1L,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer,SRP008109,PRJNA145007,,145007,SRS260031,SAMN00715914,simple,4577,Zea mays,GSM791587,,,,,,,no,,,,,GEO,SRA045796,,public,B1B0CBFF31241BD339DF197F45C6220B,7DE525BC9109268EF2777DE2ED639E03
SRR342060,9/5/13,5/31/14,5827605,285552645,0,49,176,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR342060,SRX096140,GSM791588: 2L,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer,SRP008109,PRJNA145007,,145007,SRS260032,SAMN00715915,simple,4577,Zea mays,GSM791588,,,,,,,no,,,,,GEO,SRA045796,,public,B11F25BA6B573E7B8E0E62AB9016356F,89F45E21290C351303A45927060E8881
SRR342061,9/5/13,5/31/14,5884408,288335992,0,49,177,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR342061,SRX096141,GSM791589: 3L,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer,SRP008109,PRJNA145007,,145007,SRS260033,SAMN00715916,simple,4577,Zea mays,GSM791589,,,,,,,no,,,,,GEO,SRA045796,,public,57173F62D53C90A8BEB6CB1854EDAB45,E1CC2FAAC8E7A4D4ED90E26A4B7EAF3E
SRR342062,9/5/13,5/31/14,6184348,303033052,0,49,185,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR342062,SRX096142,GSM791590: 4L,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer,SRP008109,PRJNA145007,,145007,SRS260034,SAMN00715917,simple,4577,Zea mays,GSM791590,,,,,,,no,,,,,GEO,SRA045796,,public,88D4363D01C70364C251BB817C95DD88,CED5424A515E80B841E6E42EBB34EF0C
SRR342063,9/5/13,5/31/14,5901652,289180948,0,49,174,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR342063,SRX096143,GSM791591: 5L,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer,SRP008109,PRJNA145007,,145007,SRS260035,SAMN00715918,simple,4577,Zea mays,GSM791591,,,,,,,no,,,,,GEO,SRA045796,,public,9989FA3B326EDBA80E85DACC58A54091,FF5F551D3162C6A4E75E101377D21F8F
SRR342064,9/5/13,5/31/14,5797184,284062016,0,49,174,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR342064,SRX096144,GSM791592: 6L,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer,SRP008109,PRJNA145007,,145007,SRS260036,SAMN00715919,simple,4577,Zea mays,GSM791592,,,,,,,no,,,,,GEO,SRA045796,,public,059DCFCF4424ACD6C3280AA101BD3377,2B87E90774ED4B2E785AE887479BA603
SRR342065,9/5/13,5/31/14,6206594,304123106,0,49,186,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR342065,SRX096145,GSM791593: 7L,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer,SRP008109,PRJNA145007,,145007,SRS260037,SAMN00715920,simple,4577,Zea mays,GSM791593,,,,,,,no,,,,,GEO,SRA045796,,public,28BB18C51B626D6BA766FEC9E0BDCAC6,37AB13811C86A34C24A81A7F7775F8C0
SRR342066,9/5/13,5/31/14,6118096,299786704,0,49,184,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR342066,SRX096146,GSM791594: 8R,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer,SRP008109,PRJNA145007,,145007,SRS260038,SAMN00715921,simple,4577,Zea mays,GSM791594,,,,,,,no,,,,,GEO,SRA045796,,public,2F8FAAEC31F49C08DBFE5D20F8A8B248,F985CB1223082D2A034D0B1F335885E0
SRR342067,9/5/13,5/31/14,5993030,293658470,0,49,177,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR342067,SRX096147,GSM791595: 9R,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer,SRP008109,PRJNA145007,,145007,SRS260039,SAMN00715922,simple,4577,Zea mays,GSM791595,,,,,,,no,,,,,GEO,SRA045796,,public,E3778082742EF024556F123EA8D808C1,8998574C171A2DC291E7E2A5747EABAC
SRR342068,9/5/13,5/31/14,6078837,297863013,0,49,178,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR342068,SRX096148,GSM791596: 10R,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer,SRP008109,PRJNA145007,,145007,SRS260040,SAMN00715923,simple,4577,Zea mays,GSM791596,,,,,,,no,,,,,GEO,SRA045796,,public,7D4494ABA85FCB64BEE9C77AD5CE88D3,57A015619B9FCD7FD479CC6F253458FE
SRR342069,9/5/13,5/31/14,5913904,289781296,0,49,177,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR342069,SRX096149,GSM791597: 11R,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer,SRP008109,PRJNA145007,,145007,SRS260041,SAMN00715924,simple,4577,Zea mays,GSM791597,,,,,,,no,,,,,GEO,SRA045796,,public,2F95EC5C8DB91A1C0F9D92E270B617A5,48AC8401BA266C70E554C36909F83F76
SRR342070,9/5/13,5/31/14,6046443,296275707,0,49,181,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR342070,SRX096150,GSM791598: 12R,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer,SRP008109,PRJNA145007,,145007,SRS260042,SAMN00715925,simple,4577,Zea mays,GSM791598,,,,,,,no,,,,,GEO,SRA045796,,public,26FB8E7F66A582AFC2A2430033C610A6,340CB5C92A3A78D1C07689F913DB2FA7
SRR342071,9/5/13,5/31/14,5790954,283756746,0,49,173,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR342071,SRX096151,GSM791599: 13R,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer,SRP008109,PRJNA145007,,145007,SRS260043,SAMN00715926,simple,4577,Zea mays,GSM791599,,,,,,,no,,,,,GEO,SRA045796,,public,5EB368BCE593E291B47B376EFE463E12,375DDE3F0CCE77CC21AC63DBC2B8E7B6
SRR342072,9/5/13,5/31/14,6169536,302307264,0,49,184,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR342072,SRX096152,GSM791600: 14R,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer,SRP008109,PRJNA145007,,145007,SRS260044,SAMN00715927,simple,4577,Zea mays,GSM791600,,,,,,,no,,,,,GEO,SRA045796,,public,1F2FBD91364E2EDC99A8887748D14C08,CEF050A3FF85682C29C1509587583781
SRR352463,10/18/11,1/21/12,9541782,343504152,0,36,265,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR352463,SRX100921,GSM816974: Maize_waterlogging_0h,OTHER,other,OTHER,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer,SRP008844,PRJNA146437,,146437,SRS266960,SAMN00739132,simple,4577,Zea mays,GSM816974,,,,,,,no,,,,,GEO,SRA047032,,public,284C7BCACE01FE29135A7C6F4795C237,87FB78B0816C38F41F2BEC744875E6BE
SRR352464,10/18/11,1/21/12,9251451,333052236,0,36,254,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR352464,SRX100922,GSM816975: Miaze_waterlogging_4h,OTHER,other,OTHER,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer,SRP008844,PRJNA146437,,146437,SRS266961,SAMN00739133,simple,4577,Zea mays,GSM816975,,,,,,,no,,,,,GEO,SRA047032,,public,6E4F8CFCEA2FAB393E1D66786B11B76F,548F5883802C5CF8909D69490DF12247
